customer_id,age,gender,marital_status,education_level,region,employment_status,owns_home,has_auto_loan,annual_income,credit_score,credit_limit,tenure,card_type,num_transactions,avg_transaction_value,online_shopping_freq,reward_points_balance,travel_frequency,utility_payment_count,num_children,num_credit_cards,monthly_spend
34482067,63,male,married,bachelors,northeast,employed,0,1,11953.991333470864,726.4050881158907,2530.24739420314,14,standard,4,32.70416211725854,6.0,1970.8505701751155,1,1.0,1,8,1375.13
24006455,35,male,married,high school,midwest,employed,1,0,81032.7482071856,640.1569647444779,15668.045807631632,10,standard,16,23.185325365911723,7.0,9151.022708714643,7,1.0,5,8,1835.27
46214063,39,male,married,high school,northeast,self-employed,1,1,45360.958784666254,677.5317185687234,9515.888187222215,0,standard,4,62.47192489180751,,5323.709303745432,1,2.0,1,8,1505.35
57124666,24,male,single,bachelors,south,unemployed,1,0,151924.8785984031,663.0055407696252,35449.128541086844,16,gold,17,34.07502722007519,13.0,16421.387338361554,10,1.0,0,8,1716.23
33438799,69,male,married,bachelors,south,self-employed,0,0,78649.63156298788,702.9873707086182,19819.41199418584,10,gold,14,18.5378410417783,10.0,8780.742356346065,4,5.0,0,8,2108.17
17324698,18,male,single,bachelors,west,employed,1,0,75465.36783993246,653.8005692061573,16564.245006093846,1,standard,8,31.47248499816169,13.0,7663.912700946566,8,0.0,0,8,1121.83
10497577,24,male,married,bachelors,south,self-employed,0,0,23056.83149344312,713.6391738565735,6197.158856912046,0,standard,7,37.385065802700325,8.0,3704.875398669063,1,2.0,1,8,1201.05
23280076,80,female,married,bachelors,midwest,employed,0,1,34266.08738856425,734.49886939535,7813.01458681296,12,standard,10,26.487620836985712,8.0,4547.101323055997,1,4.0,0,8,1753.72
14294164,53,male,married,graduate,south,self-employed,1,1,45409.69252352061,673.6442692954678,9814.336517550244,1,standard,4,48.37881561166282,7.0,5333.590402535488,3,2.0,1,8,1402.52
60009998,35,male,single,high school,south,employed,1,0,132485.14733944554,679.8753627259849,32594.37390500972,3,gold,18,37.47845689234985,12.0,14295.84167023258,6,4.0,0,8,1783.62
91246088,74,female,married,bachelors,northeast,employed,1,0,59036.51925796651,733.9320599370827,16047.379165251088,4,gold,4,59.18972658477231,7.0,7001.517020737575,6,7.0,1,8,1668.01
69483038,59,female,married,bachelors,south,employed,0,0,59297.38126813169,626.4232308406287,13156.523593436355,2,standard,13,41.44435304320673,16.0,6764.170808160648,4,7.0,3,8,1720.92
34495985,76,male,married,graduate,midwest,student,1,0,38643.9203254276,647.1178711573757,8909.94274783656,18,standard,9,17.55001558410254,9.0,5025.960950648234,2,3.0,1,8,1433.43
33585716,69,female,married,bachelors,south,self-employed,0,0,93440.0511806352,765.0971642683119,24066.139708590574,18,platinum,16,64.09906957224572,8.0,10567.599083950525,6,3.0,2,8,2666.55
94531671,34,male,single,high school,midwest,student,0,0,24828.10242913626,744.0976301687834,6399.842890198152,3,standard,6,22.56842855694247,9.0,3790.355553164578,4,2.0,0,8,1388.25
44073582,59,female,married,bachelors,south,employed,1,0,61376.8380439512,677.820370094476,15071.494598864634,15,standard,11,48.63341639774964,8.0,7395.718984282994,2,3.0,0,8,1694.5
14399198,29,male,married,bachelors,west,employed,0,0,45288.51881298059,619.264522847973,8861.386670251646,7,standard,3,38.42886750471724,2.0,6192.120606410163,4,5.0,0,8,773.7
98703987,76,male,married,high school,northeast,self-employed,0,0,46892.79516926007,721.0784161422864,11644.190043799534,13,standard,12,43.35839302004579,5.0,5552.898838585839,0,3.0,3,8,1737.4
16300570,54,female,married,graduate,northeast,employed,1,0,63383.22702793299,751.1518332301365,14761.838929571855,0,gold,15,17.313470324253966,9.0,7823.015966323844,1,2.0,2,8,1685.96
12653630,68,male,married,graduate,west,student,1,0,60905.96674822352,713.7945276852302,14381.90884815242,3,gold,13,44.32918603549408,4.0,6854.600065315194,3,2.0,2,8,2464.48
36286308,63,female,married,high school,west,unemployed,0,0,135211.36883248016,651.2442541068401,31421.07840080838,14,gold,9,33.22455068207194,15.0,14281.211891885849,7,3.0,2,8,2568.04
69872507,57,female,married,graduate,northeast,unemployed,1,1,90359.16497215556,750.9751865110055,23942.00438778573,10,gold,13,32.59384147525377,5.0,9774.210798369426,7,6.0,0,8,2268.44
78019997,78,female,married,,northeast,student,0,1,35639.29145427839,768.6993768803765,9982.01680796096,12,gold,9,31.918417128498582,4.0,4579.342543308955,4,2.0,0,8,1218.14
73507413,79,female,married,bachelors,west,self-employed,1,0,33738.39399360866,691.5288918720224,5831.0315339090175,4,standard,10,33.17869609009961,12.0,4877.3252446202105,2,6.0,2,8,1834.0
26035116,34,male,single,bachelors,south,employed,0,0,466823.6302683712,700.327480552358,131210.14587189833,3,platinum,43,53.12549103207428,36.0,47584.71544224744,10,8.0,0,8,3917.85
42138533,23,female,single,graduate,south,unemployed,0,0,28349.945197583456,780.9123630164436,8457.7155729489,15,gold,12,55.744713280747874,5.0,4075.8445525397706,0,2.0,0,8,1361.31
87173649,68,male,married,bachelors,west,employed,0,1,65005.82414789849,715.4488054435382,11872.348777394662,9,gold,7,45.82255675766558,4.0,7264.412997540022,0,3.0,2,8,1705.51
58565713,80,female,married,graduate,northeast,self-employed,1,0,11292.924033495116,735.7917441025099,2501.5177020351407,19,standard,6,21.416074636314622,6.0,2116.8878230115447,2,1.0,1,8,1340.39
15892422,21,male,single,bachelors,midwest,student,0,0,42848.22909172977,776.5388240794296,11547.338817392108,7,gold,11,35.256260625336,5.0,5059.7103342346045,2,5.0,0,8,1313.43
40468256,30,female,single,high school,south,unemployed,0,0,91116.26186150442,721.861437425092,23656.528437649155,19,gold,17,51.68714450185565,10.0,10437.741018898552,4,2.0,1,8,1887.99
83382930,69,male,married,bachelors,northeast,employed,0,1,75203.58085966083,761.9447102765262,18205.90023195396,18,gold,14,35.18541709470396,,8797.574569951212,4,2.0,1,8,1825.37
95599299,23,male,single,bachelors,northeast,unemployed,1,0,110529.61224315871,749.0481437941519,25779.772467098013,0,platinum,17,41.1220863973551,14.0,12352.820334229596,7,4.0,0,8,2299.74
28574111,74,female,married,bachelors,south,unemployed,1,1,36722.99471485789,727.0849510129226,8494.552452338095,1,standard,10,25.86608390510475,13.0,4664.637786908149,2,3.0,0,8,1427.51
15749262,58,female,married,bachelors,south,unemployed,1,0,71793.87546688737,673.4671245811317,13546.522046005432,14,standard,11,36.27397005426971,17.0,7794.456232331109,6,3.0,1,8,1593.69
27592965,77,male,married,bachelors,south,student,0,0,44952.45163115526,696.516045424617,10815.230268889256,6,standard,6,81.39022948348813,8.0,5114.893392109228,1,,0,8,1409.86
93156830,74,female,married,graduate,west,student,1,0,53593.55001489645,794.4675702325297,16063.666259809146,6,gold,15,17.121193270691087,8.0,6510.147811030109,3,5.0,0,8,1597.26
78172959,80,female,married,graduate,northeast,self-employed,0,0,28316.125031638538,717.3346922143916,7429.17125414678,13,standard,5,25.974688362983827,2.0,3782.972604900336,5,0.0,1,8,1923.05
61779394,18,male,single,high school,northeast,employed,1,1,31646.6757104717,621.6266356690187,6256.161646255106,3,standard,10,39.109217490694,4.0,4230.006798738348,1,1.0,0,8,722.43
90929111,59,male,married,bachelors,midwest,employed,1,0,31760.82267390383,630.7064104152416,7013.541245293592,16,standard,7,12.468979545726182,8.0,4113.840650803195,1,3.0,1,8,1832.32
73961513,79,male,married,bachelors,south,employed,0,0,79992.89600341086,625.7269995784532,18689.422539419003,5,standard,8,32.02902070882163,8.0,8970.070235647754,1,1.0,1,8,765.53
73953693,71,male,married,bachelors,northeast,student,1,1,148796.6923226588,757.2403479415453,37373.83668063762,16,platinum,21,44.64545791744181,15.0,16278.775582686758,4,4.0,1,8,2564.58
